"M1" "M2" "trueCluster"
"165" -2.1504028821509 -0.956216047409542 "1"
"166" -3.69288663273628 2.22334634378357 "3"
"167" -2.3387429575625 -0.681859869474593 "1"
"168" -2.4169132621235 -1.5876804832871 "1"
"169" -4.18230376697899 2.11061212670348 "3"
"170" -4.46160521840253 1.44788798222422 "3"
"171" -0.938332903233064 -2.31255510322334 "1"
"172" -2.01636629359386 -1.3687300282733 "1"
"173" 0.346232611154182 -1.8845271226838 "2"
"174" 0.40906873965473 -1.51443652060949 "2"
"175" 0.252360588949871 -2.28453317299432 "2"
"176" -4.06018171934664 2.00012648740474 "3"
"177" -1.26592971803697 -0.796159785336541 "1"
"178" -0.26637625163174 -3.12610887093473 "2"
"179" -2.55771409829448 -1.29879855716608 "1"
"180" -0.990748575158853 -1.65264128394503 "1"
"181" 0.305818948472493 -1.69788523993443 "2"
"182" -0.0250380583199888 -2.74425401175065 "2"
"183" -1.2002514407604 -1.23301265427236 "1"
"184" -2.06476505161628 -1.85747054246823 "1"
"185" -0.333309893875873 -3.04067340108411 "2"
"186" -3.45372321781821 2.04119487616263 "3"
"187" 0.447805433050132 -1.36588925037803 "2"
"188" -3.53955523605134 2.49046391318185 "3"
"189" -3.3173305588919 -1.04001105330989 "1"
"190" -0.325814998623597 -3.46163309049414 "2"
"191" -4.28469037336011 -0.760693617867738 "1"
"192" -1.35055744133727 -1.14562340418777 "1"
"193" -0.730144393623587 -1.91146933586687 "1"
"194" 0.695824389841771 -1.09324245495719 "2"
"195" -2.31003559105719 -1.75814254935333 "1"
"196" -3.77015869088443 -0.812048141087866 "1"
"197" 0.208730504506218 -1.99440300848763 "2"
"198" -1.70043594069222 -1.51023328537501 "1"
"199" -2.54991440811885 -1.22015819715383 "1"
"200" -1.0003444827748 -2.0113955563345 "1"
"201" 0.679511258759135 -0.876797734904753 "2"
"202" -2.90393115759126 -0.660731035697057 "1"
"203" -2.90927760845113 3.28023092362859 "3"
"204" -3.13766341356871 -1.94230989321753 "1"
"205" -2.87219720895014 -1.88027324157714 "1"
"206" 0.381099292596448 -1.80011026170693 "2"
"207" -2.55093102718143 -0.698053064614075 "1"
"208" -2.02310690946769 -1.44440877943331 "1"
"209" -3.03203870201115 -1.01452730340425 "1"
"210" -4.42977248785687 2.2371908331117 "3"
"211" -4.44770364390471 1.84763778086923 "3"
"212" 0.336322240736095 -1.78087969508119 "2"
"213" -2.67506185784467 2.7935637994685 "3"
"214" 0.995501388438004 -0.412512617339598 "2"
"215" -5.37809727103961 1.14392062506436 "3"
"216" 0.570497864930896 -1.14662427156094 "2"
"217" 0.423420726812069 -1.74685670008951 "2"
"218" 0.00903271510836678 -2.89384174601694 "2"
"219" -4.52300966747022 -0.820828449103258 "1"
"220" -1.63323120546326 -2.28632486051366 "1"
"221" -0.990657213291136 -1.15051548001539 "1"
"222" -2.56153526937619 -0.852694060262822 "1"
"223" -2.90402964805002 2.68919930814525 "3"
"224" 0.126830244800388 -2.2521906628489 "2"
"225" -0.0584066812395677 -2.64061772702308 "2"
"226" -1.99344157045013 -2.31776922804972 "1"
"227" 0.0646558919315321 -2.55798745320488 "2"
"228" -2.7809951809227 -1.15987649411087 "1"
"229" -2.88437186423835 -1.63537833939138 "1"
"230" -3.46615902297253 -0.538914097324076 "1"
"231" 0.0344050586455812 -2.49836882997949 "2"
"232" -2.87940272888059 -1.05318422760882 "1"
"233" -4.87200866539237 2.10719760638038 "3"
"234" 0.158764495015279 -2.23386494815494 "2"
"235" -5.23263362126217 1.76511630433308 "3"
"236" -6.20398790996945 0.447677319211888 "3"
"237" -4.17724459602386 1.90283267127838 "3"
"238" 0.775075528869541 -0.868550646839937 "2"
"239" -1.89521413868671 -1.05500804529207 "1"
"240" -1.36271247429696 -1.15251606128864 "1"
"241" -0.0771849582180674 -2.64930840553762 "2"
"242" 0.434153872684251 -1.68962507785083 "2"
"243" -0.917110992807847 -1.04202324498781 "1"
"244" -1.49120171428221 -0.590309307639109 "1"
"245" -0.953771222933545 -2.1642983037206 "1"
"246" 0.349056935102668 -1.66235209301405 "2"
"247" -1.41231219341125 -1.8762496529727 "1"
"248" 0.268703613938273 -1.91433283876188 "2"
"249" -0.203586698889516 -3.06130881474088 "2"
"250" 0.297399164241687 -1.82528384088829 "2"
"251" -0.0444528186287153 -2.71503663302699 "2"
"252" -3.04843016888436 -0.811320054716731 "1"
"253" -0.123551341458674 -2.85321421834641 "2"
"254" -3.3866290227671 -1.01699931049944 "1"
"255" -2.76676756023752 -0.976213788421366 "1"
"256" 1.40735342732877 0.585208912522956 "2"
"257" 0.652961307465711 -1.33873135323411 "2"
"258" -2.92086025211014 2.86047567647997 "3"
"259" 0.697089494117638 -1.08712208071954 "2"
"260" -3.95333464201478 1.82238286847846 "3"
"261" -1.42663022503371 3.64342168981449 "3"
"262" -3.49998733913537 -0.919921230447508 "1"
"263" -4.70493952433906 1.32896481827413 "3"
"264" -3.0672266851047 -0.744603902281877 "1"
"265" 0.243357621469491 -1.82622240001109 "2"
"266" 0.202117040450431 -2.12648978687252 "2"
"267" -1.94393223688044 -2.02605600050255 "1"
"268" -4.33768251484449 -1.6145369676775 "1"
"269" -2.50092639372926 -0.983523452620785 "1"
"270" -4.24007544388741 -1.54224072265008 "1"
"271" -2.35659256082584 -0.619408682881679 "1"
"272" 0.727042733317376 -0.804866082377814 "2"
"273" -1.81969059953266 -1.79461087302387 "1"
"274" -3.76855418954559 -0.853986269473767 "1"
"275" 0.305861109318949 -1.54100657458342 "2"
"276" 0.41771413712184 -1.5855623581733 "2"
"277" 0.465068121701304 -1.6705712332414 "2"
"278" -2.47684262997739 -0.893633275737752 "1"
"279" 0.324984880045059 -1.89969139213153 "2"
"280" 0.68725932513515 -0.949481163714124 "2"
"281" 0.273581691140265 -1.94762460093126 "2"
"282" -3.33096936217673 -0.893640965254612 "1"
"283" 0.725790819700942 -1.0031164855344 "2"
"284" -2.95525822245906 -1.63733496624184 "1"
"285" 0.406542547880133 -1.62680436706805 "2"
"286" 0.716043200681427 -1.19290089344558 "2"
"287" -2.70657240731552 2.62901482665368 "3"
"288" 0.110729443159448 -2.30504352407396 "2"
"289" 0.30205385101236 -1.94746969001139 "2"
"290" -3.14627423176627 -1.17095935857106 "1"
"291" -3.23194742745284 2.4588124540733 "3"
"292" -2.56229524910143 2.54004426452301 "3"
"293" -0.351313183258956 -1.32643161168215 "1"
"294" -4.06972789846813 2.09165038272208 "3"
"295" -3.70466111387215 2.36655516569896 "3"
"296" 0.797579832205738 -0.814195916159169 "2"
"297" -1.35316180161321 -1.07922734829864 "1"
"298" -3.30896352183938 -1.06884569220865 "1"
"299" -4.18649737128958 -0.588881069782547 "1"
"300" -4.06737537331157 1.86911819635173 "3"
"301" -0.49801634181364 -3.83390291726149 "2"
"302" 0.14715630976366 -2.26544675684971 "2"
"303" 0.602342104888201 -1.20845733747739 "2"
"304" -2.9583211914216 -0.553546719431071 "1"
"305" 0.572013310320311 -1.2006356923248 "2"
"306" -2.49407358769 -2.46115152158998 "1"
"307" -3.0390672268109 -1.04048052435658 "1"
"308" 0.582407836929111 -1.0381895597804 "2"
"309" -2.88895716861681 2.84576229755279 "3"
"310" -2.31966979964356 -0.27766098650821 "1"
"311" -2.89426388743361 -0.829280730160571 "1"
"312" -0.112716624628693 -1.84584391974359 "1"
"313" -1.56354984216395 -2.55099024032352 "1"
"314" -3.4836399612107 2.25623478921272 "3"
"315" -1.44668516284134 -1.45402591485835 "1"
"316" 0.485255660637764 -1.3322178764971 "2"
"317" -2.18041932388011 -1.65377033968871 "1"
"318" -3.17452804470405 2.33944210111469 "3"
"319" 0.179088761604866 -2.29492729908984 "2"
"320" -1.77075191273926 -1.76718728934043 "1"
"321" 0.785196791286596 -0.722103579204986 "2"
"322" -1.32375529682101 -1.61658519183972 "1"
"323" -1.28598758757014 -0.901114355867614 "1"
"324" -1.39005459745482 -1.19895170143032 "1"
"325" 0.525546385970108 -1.29730351078468 "2"
"326" 0.963394034437321 -0.452838060280706 "2"
"327" 0.313155529931138 -1.78913065789557 "2"
"328" -0.668290242823477 -1.81143882627202 "1"
"329" -1.74341261392054 -0.648253872648929 "1"
"330" 0.655914816382652 -1.05153457648899 "2"
"331" -3.21523043552792 2.64260863206208 "3"
"332" -1.91830743165945 -0.842120417016095 "1"
"333" 0.273545078990912 -1.94903036029565 "2"
"334" 1.10819081422018 -0.131073832195459 "2"
"335" 0.324038571859836 -1.93447765221517 "2"
"336" -5.10751422082113 1.35186463130147 "3"
"337" -3.25256712026027 -0.933346436514505 "1"
"338" 0.99141141271196 -0.466892181192422 "2"
"339" 0.827553050724045 -0.872688456995698 "2"
"340" 0.0249732394648365 -2.56149547056311 "2"
"341" -3.46806103804488 -0.59825923189999 "1"
"342" -2.45516136224431 -1.4469086815873 "1"
"343" -3.57915672833672 2.50976518672499 "3"
"344" -2.33461148684404 -1.38350314299521 "1"
"345" -3.96989491381541 0.114592412560352 "1"
"346" -0.238911836886973 -2.68852487996897 "1"
"347" 0.528431037612454 -1.38610737009098 "2"
"348" -4.55587360023237 1.85990840134044 "3"
"349" -2.60452248479264 -0.839241502948321 "1"
"350" -4.82407753824104 1.33710603213446 "3"
"351" -0.469602527163903 -3.48528618219385 "2"
"352" 0.717572106805439 -0.930720232751266 "2"
"353" -1.51073304084501 -1.60432868495616 "1"
"354" -2.76086303062826 -1.51530757909231 "1"
"355" -4.11477829936256 -0.0681154558984922 "1"
"356" -2.74404878580554 -1.47340944516523 "1"
"357" -4.00667304247838 2.70392985757746 "3"
"358" 0.382008751242478 -1.90300369305492 "2"
"359" 0.283330255286039 -1.85268830120686 "2"
"360" 0.64116561229016 -1.23400940000599 "2"
"361" 0.523623389395255 -1.33619444997426 "2"
"362" 0.427955592816788 -1.9022200938817 "2"
"363" -0.0322896262500409 -2.43930522541186 "2"
"364" -2.80703594824234 2.35062601332945 "3"
"365" 0.663363395257531 -1.21553424965002 "2"
"366" -5.20462836905406 1.76943395662339 "3"
"367" -1.77907802761992 3.75233695248418 "3"
"368" -0.192676977947768 -3.17613514202302 "2"
"369" 0.334805647335458 -1.8565579088065 "2"
"370" 0.338084146796194 -1.7799901915309 "2"
"371" -1.45331540042974 -0.958264471770719 "1"
"372" -1.69330089539354 -1.69495039431476 "1"
"373" -2.18480543930755 3.29302370342131 "3"
"374" 0.83071682130801 -0.912139453488583 "2"
"375" -0.150299605455127 -2.93523770727402 "2"
"376" 0.674652881757038 -1.15082606217496 "2"
"377" 0.664146307191795 -1.06837944300549 "2"
"378" -4.09829101590436 2.09603316582474 "3"
"379" 0.314098762955769 -1.49108750997748 "2"
"380" -2.633113238762 -1.08042671663806 "1"
"381" -3.61847581025239 1.89130178485167 "3"
"382" 0.267797700061949 -2.15096990271044 "2"
"383" 0.235678826824868 -1.9403608241476 "2"
"384" -2.89478434847124 2.72483734017413 "3"
"385" -1.1456295543236 -0.949586414454825 "1"
"386" 0.181025241605304 -2.08789822191567 "2"
"387" -0.0535877473626822 -1.8891565497405 "1"
"388" 0.0840760505057815 -2.34864532292108 "2"
"389" 0.476970727736276 -1.69886794060265 "2"
"390" -1.75958996023348 -1.48084967427645 "1"
"391" -0.22442256014522 -3.05027967275444 "2"
"392" -1.64222557489015 -1.19144079838951 "1"
"393" 0.620611586513201 -1.14364620288046 "2"
"394" -1.78542841142406 -1.88227043941637 "1"
"395" -4.02516898304766 2.11877537848918 "3"
"396" -1.76115476736418 -0.75875858889258 "1"
"397" 0.275189215623042 -1.87309257239776 "2"
"398" 0.240177605871724 -1.99851894313121 "2"
"399" -2.06125499736057 -2.79483351197212 "1"
"400" 0.113868550043808 -2.27830639097344 "2"
"401" 0.239062360447731 -1.9761209529246 "2"
"402" -1.51303867439688 -1.19239887843156 "1"
"403" 0.499639612034341 -1.49462698576383 "2"
"404" 0.151048672458243 -2.36543885312051 "2"
"405" -2.42246997346545 -2.13235823015924 "1"
"406" -1.78449685577107 -0.875391267483418 "1"
"407" -3.60547367768001 2.35368620527611 "3"
"408" 0.396138717416972 -1.60810769701429 "2"
"409" 0.713047712768223 -0.918917123931674 "2"
"410" -4.40737033508936 1.51868804301272 "3"
"411" 0.353222918467595 -1.90923250465879 "2"
"412" -3.58507336775505 -0.978259844082893 "1"
"413" -2.81709314578325 -1.64474654951251 "1"
"414" -2.61717446266215 -1.43511829841734 "1"
"415" -1.36939479483638 -2.44713466465796 "1"
"416" -1.4705161129461 -0.354575721765555 "1"
"417" 0.66240488744602 -1.08793948230079 "2"
"418" -5.13680985082225 1.02241778300899 "3"
"419" -0.457076064960027 -3.50073300155915 "2"
"420" 0.665962705392809 -0.87775051981292 "2"
"421" -4.16758297499253 2.34489883115819 "3"
"422" -2.64623031509273 -1.46664311247285 "1"
"423" -0.233160787532001 -3.3350434649642 "2"
"424" -2.03076618255313 -1.12766879870289 "1"
"425" -2.20921687970436 -2.40795420541787 "1"
"426" -1.8624415732514 -1.6731651782628 "1"
"427" -4.40891826500295 1.98009678742695 "3"
"428" -3.23601587046671 2.31658042043877 "3"
"429" -1.08069057818174 -1.26332119871183 "1"
"430" -2.09014791785891 -0.708005293531772 "1"
"431" -1.02097673817059 -1.93067529544876 "1"
"432" -4.21712501521341 1.972760973713 "3"
"433" -3.74396375508884 2.39326048406962 "3"
"434" -1.31646761560883 -2.44363386979938 "1"
"435" -2.47810142588966 -1.18310558218712 "1"
"436" -1.72309393480379 -0.820464585609404 "1"
"437" -2.70166920207449 -0.856724025076672 "1"
"438" -4.53174266118557 1.90638708162081 "3"
"439" 0.181685540591226 -2.44700761594446 "2"
"440" -1.36175679683147 -1.63516345024706 "1"
"441" 0.975260732926542 -0.361296886932865 "2"
"442" 0.504103124314027 -1.42469216622034 "2"
"443" -2.53744502545216 -1.04803374243144 "1"
"444" -2.31445542118422 -0.910200933694713 "1"
"445" -2.25404517484293 -1.04895276512989 "1"
"446" -1.28514003058345 -0.968941820020514 "1"
"447" -1.61762845220703 -1.2694639072398 "1"
"448" 0.458222638142154 -1.67292534844577 "2"
"449" 0.238757124625007 -2.14891278201616 "2"
"450" -2.21440955038413 -1.82743595699245 "1"
"451" -2.61040564839137 -1.38066830763071 "1"
"452" -1.15801552678304 -1.24971632428236 "1"
"453" -0.238775402600651 -3.09095072821503 "2"
"454" 0.726474823732596 -1.10855557595057 "2"
"455" 0.292922544516574 -1.90610543650367 "2"
"456" 0.242098113683012 -1.69718038187241 "2"
"457" -2.31442268165606 0.115031527224356 "1"
"458" -1.7890974086465 -1.5759042457215 "1"
"459" -3.64527684578099 2.13624793714906 "3"
"460" 0.884421892509543 -0.496663378273102 "2"
"461" -4.15163877260552 1.78715420603974 "3"
"462" 0.326490496632921 -1.8410003684368 "2"
"463" -3.12984770091225 -1.10020812751325 "1"
"464" -2.07690850940315 -0.832551484105726 "1"
"465" -0.153583728820075 -3.11206177045062 "2"
"466" -1.92655137882437 -1.24515349253781 "1"
"467" -2.71786954491103 -1.21249143615047 "1"
"468" -1.67051376651361 -2.26691601724304 "1"
"469" -4.05590484177953 1.65991429380551 "3"
"470" 0.577297814644475 -1.08669746842168 "2"
"471" -1.75105331382638 -1.25807037261521 "1"
"472" -0.379161468579177 -2.01671924629576 "1"
"473" -4.26785603638876 1.98818623075179 "3"
"474" -1.11168317654787 -1.1663493053279 "1"
"475" -0.130977362875682 -2.7988281383622 "2"
"476" 0.370435299605303 -1.75527618574846 "2"
"477" 0.264042287977506 -2.03837568054947 "2"
"478" -1.70008760095676 -0.383550574148756 "1"
"479" -1.36551816629151 -1.80235319983226 "1"
"480" 0.355695867281646 -1.94822411658124 "2"
"481" -2.25582694955753 -0.513625264796051 "1"
"482" -2.93687650044318 -2.16414847351315 "1"
"483" -1.55254401062575 -1.33881082398855 "1"
"484" -2.38231456636559 -1.27020709035286 "1"
"485" 0.893276485629704 -0.742152193296194 "2"
"486" -0.312171303310453 -3.28283001450811 "2"
"487" -1.38544978366939 -1.43349880624073 "1"
"488" -3.63226746428203 -1.78443627355593 "1"
"489" -3.10135698688941 -1.89508784014879 "1"
"490" -2.32574554003417 -1.84725026346985 "1"
"491" 0.174928508206196 -2.40269761470613 "2"
"492" 0.794489013747175 -0.929742959497461 "2"
"493" 0.527657643104391 -1.6796348476175 "2"
"494" 0.588955352888743 -1.30146724801993 "2"
"495" -3.41120753893093 -0.754291348480329 "1"
"496" -4.38511772538977 -0.556523312309729 "1"
"497" -2.92280821434067 -1.52823792390159 "1"
"498" -2.34348432478216 -2.02410057594969 "1"
"499" -2.48323077223532 -1.24737136094435 "1"
"500" -3.12790614168477 2.63469134591683 "3"
"501" -2.02092037200621 -1.40418218012095 "1"
"502" -3.05772796164041 -0.784518738967887 "1"
"503" -0.146578381844719 -1.06159232641728 "1"
"504" -1.06228437517023 -1.30651028549946 "1"
"505" -2.27836457154252 -1.07889223232679 "1"
"506" -1.78879603722572 -0.0157214953000273 "1"
"507" 0.561560706882886 -1.22821027531177 "2"
"508" 0.196385248332655 -1.89789800613129 "2"
"509" -3.37400576926161 2.9019956968727 "3"
"510" -2.51027666575597 -1.27801080502761 "1"
"511" 0.5563720034341 -1.47340972947565 "2"
"512" 1.00289377976523 -0.285850769162467 "2"
"513" 0.409749460292285 -1.79280367672702 "2"
"514" 0.0819282436159176 -2.29703654725628 "2"
"515" -2.82704352116591 -0.774881938378064 "1"
"516" -3.80591061072103 2.54491511797894 "3"
"517" -0.299511647254176 -1.78986927077833 "1"
"518" -2.17688166785851 -1.03795526653207 "1"
"519" 0.156990015045546 -2.20151764592315 "2"
"520" -0.0299929161580706 -2.6445839130749 "2"
"521" -2.20469002779624 -1.42036096111139 "1"
"522" 0.584945085024795 -1.26094834225469 "2"
"523" 0.482793256761972 -1.52524921882115 "2"
"524" -3.88896193845427 2.13320847353933 "3"
"525" 0.393604294744458 -1.76571647251704 "2"
"526" -5.30927255378699 1.155319237089 "3"
"527" 0.0938589052196901 -2.30610056690177 "2"
"528" 0.202870615275273 -2.38639734128515 "2"
"529" -2.86416987567735 2.68902914595975 "3"
"530" -2.62740752639162 -1.16284201113357 "1"
"531" -3.1481404128746 -0.747001997602375 "1"
"532" -2.48229093413594 -1.01512864755838 "1"
"533" -3.07264546394841 -2.06086135184812 "1"
"534" 0.300274967385358 -1.94003540837751 "2"
"535" -0.984738064906068 -1.59181055023731 "1"
"536" -2.44553420910003 2.92962584228497 "3"
"537" 0.304254846817378 -1.90460520591706 "2"
"538" 0.215626666863082 -1.99847868685357 "2"
"539" 0.946399781731633 -0.269607171031634 "2"
"540" -4.88862334254153 1.52283044919138 "3"
"541" 0.375842328654906 -1.7403840684884 "2"
"542" -3.0246560793834 -0.184723959675167 "1"
"543" -2.81385121337781 -0.0826019220098431 "1"
"544" -2.54380970920893 -0.549912328391881 "1"
"545" -5.74767112043264 1.07905479250417 "3"
"546" -2.61197574047503 -0.212244769164767 "1"
"547" -0.948795434637234 -1.43872482023444 "1"
"548" 0.0217075881888408 -2.49076016769992 "2"
"549" -0.0697671400035469 -2.82319890350387 "2"
"550" -1.68593400982868 -1.93382414280816 "1"
"551" -4.81518751921176 1.56469425688465 "3"
"552" -1.65323841964459 -1.10829820097344 "1"
"553" 0.562126647767171 -1.31412739876835 "2"
"554" -2.38198587632304 -1.62510969177905 "1"
"555" 0.713271802356688 -1.00143141868769 "2"
"556" -3.13211329006849 -1.5235611067875 "1"
"557" -2.82491119481234 2.54122130532221 "3"
"558" -1.22094375253694 -1.43722830185357 "1"
"559" -1.36419586239967 -0.606562616200618 "1"
"560" -3.11782093668325 -2.17532679153795 "1"
"561" 0.063737780126943 -2.31781729728423 "2"
